Dependents,tenure,MultipleLines,OnlineSecurity,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn,ChargesPerTenure,TenureGroup,NumAddons,HasStreaming,IsLongTermContract,IsAutoPayment,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check
0,-0.9135523854430948,1,0,0,0,1,0.679826627429157,1,0.23755796202585525,0,1,1,0,0,0,1,0,1,0,0,0,1
1,1.4495973685829016,1,0,0,0,0,-1.3096139082397669,0,-0.6241245183677804,3,0,0,1,1,0,0,1,0,0,1,0,0
1,0.4309983366751445,0,0,0,1,0,-0.28747027462540753,1,-0.5181318906057862,2,1,1,0,0,1,0,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,1,1,0.8227605339183194,1,4.5594619076892124,0,2,1,0,0,0,1,0,1,0,0,0,1
0,0.6754621043330061,0,0,0,0,1,0.8327326669291911,0,-0.4573318202437994,3,3,1,1,1,0,1,0,0,1,0,0,0
1,-0.7098325790615434,1,0,0,0,1,-1.3145999747452028,0,-0.4828809553175892,1,0,0,0,0,0,0,1,1,0,0,0,1
0,-0.506112772679992,1,0,0,1,1,0.9889627507661827,1,-0.1415344775667507,1,2,1,0,0,0,1,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,0,1,-0.6348329078374417,1,2.000171049926374,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.7162060656093164,1,0,1,1,1,0.16127571086382367,0,-0.5076787882928161,3,3,1,1,0,1,0,0,0,1,0,0,1
0,-1.2395040756535771,1,0,0,0,0,0.8210985117498408,1,2.8153309658538754,0,2,1,0,0,0,1,0,1,0,0,0,1
0,-0.3431369275747509,0,0,0,0,0,0.1729098660431739,0,-0.34025228864352,1,0,0,0,1,0,1,0,1,0,0,1,0
0,-1.1987601143772668,0,0,0,0,1,0.1579516665268661,1,1.3625370106775931,0,0,0,0,1,0,1,0,1,0,0,0,0
0,-1.2802480369298874,0,0,0,0,1,0.325815905543208,1,3.686910064506671,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0.10504664646466222,0,0,0,0,0,-1.485788258098502,0,-0.6019205671453077,2,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.6283446565089229,1,0,0,0,0,-1.3295581742615106,0,-0.5062673550535761,1,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.9950403079957154,0,0,0,0,0,-1.5007464576148097,1,-0.4122353838447553,0,0,0,0,0,0,0,1,1,0,0,0,1
0,-0.9135523854430948,0,0,1,1,1,1.0072449946194475,0,0.3420837833131526,0,3,1,0,1,0,1,0,1,0,0,1,0
1,1.4495973685829016,1,1,1,1,1,0.7994922235596185,0,-0.5167842741722839,3,6,1,1,1,1,0,0,0,0,1,1,0
0,0.512486259227765,0,1,0,1,0,0.4654257676954133,0,-0.4671320099147925,2,5,1,1,1,1,0,0,0,1,0,0,0
1,-1.2395040756535771,0,0,0,0,0,-1.494098368940895,1,0.1052647059803418,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0.18653456901728277,0,0,0,0,0,-1.477478147256109,0,-0.6045828153319821,2,0,0,0,1,0,0,1,1,0,0,0,0
0,-1.1580161531009565,0,0,0,0,1,-1.3478404181147754,1,-0.10095713432589995,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-0.9135523854430948,0,0,0,0,0,-0.6497911073537496,0,-0.1869123782271293,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-1.2802480369298874,0,0,0,0,0,-1.4874502802669807,0,0.5031172186466287,0,0,0,0,0,0,0,1,1,0,0,0,0
1,1.3273654847539706,1,1,0,0,1,0.1579516665268661,0,-0.5440864832858385,3,3,1,1,0,1,0,0,0,0,1,0,0
1,1.0014137945434884,0,0,0,0,0,-1.5057325241202457,0,-0.6278492403002727,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-1.1987601143772668,0,0,0,0,1,0.33080197204864403,0,1.5142851573180354,0,1,0,0,0,0,1,0,1,0,0,0,0
0,-1.2395040756535771,0,0,0,0,0,0.16127571086382367,1,2.0429718092352167,0,0,0,0,0,0,1,0,1,0,0,0,1
0,0.6754621043330061,0,0,0,0,1,-1.150059780065818,0,-0.5965899271222973,3,1,0,0,1,1,0,0,1,0,0,0,0
0,-1.1580161531009565,0,0,0,0,0,-0.6364949300059205,1,0.3986444561518628,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1.5310852911355222,0,0,1,1,0,-0.2326235430656127,0,-0.5720669005211182,3,5,1,1,1,1,0,0,0,0,1,0,0
1,0.8384379494382472,0,0,0,0,1,-1.494098368940895,0,-0.624185608603948,3,0,0,1,1,0,0,1,0,1,0,0,0
1,0.8384379494382472,1,0,0,0,0,-1.304627841734331,0,-0.6118641778938267,3,0,0,1,1,0,0,1,0,0,1,1,0
0,-1.2802480369298874,1,0,0,0,1,0.3407741050595158,1,3.713174166809824,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-0.42462485012737144,1,0,0,0,1,-1.327896152093032,0,-0.5409760076946731,1,0,0,0,1,0,0,1,1,0,0,1,0
0,0.797693988161937,0,0,0,1,1,-0.5201533782124163,1,-0.5588445027808765,3,3,1,0,0,1,0,0,1,0,0,0,1
0,1.3273654847539706,1,1,1,1,1,1.5141617560054308,0,-0.4719265254428312,3,5,1,1,0,0,1,0,0,0,1,0,1
0,0.6347181430566958,1,0,0,0,0,-1.3378682851039039,0,-0.6086106672784617,2,0,0,1,1,0,0,1,0,1,0,0,0
0,-1.2395040756535771,0,0,0,0,1,-1.000477784902741,1,0.6830749566497171,0,1,1,0,0,1,0,0,1,0,0,0,1
0,-1.1987601143772668,1,0,0,1,0,1.4343846919184566,0,2.4831387089454724,0,4,1,0,0,0,1,0,1,0,0,0,0
0,0.512486259227765,1,0,0,0,0,0.5518509204563025,0,-0.4605342644086863,2,1,0,0,1,0,1,0,1,0,0,0,0
1,-1.2802480369298874,0,0,0,0,0,0.5053142997389005,1,4.002079292144512,0,1,1,0,0,0,1,0,1,0,0,0,1
1,1.1643896396487294,0,0,1,1,1,0.2992235508475499,0,-0.528148877163571,3,4,1,1,1,1,0,0,0,0,1,0,0
0,-1.1987601143772668,0,1,1,1,1,-0.013236616826432828,0,1.2122479808317712,0,3,1,0,1,1,0,0,1,0,0,1,0
0,0.3087664528462136,1,0,1,1,1,1.2947748297662514,0,-0.3717122702640994,2,4,1,1,1,0,1,0,0,1,0,1,0
0,-1.2802480369298874,0,0,0,0,0,0.20947435374970363,0,3.482633713259922,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-1.2802480369298874,0,0,1,0,1,-0.4952230456852367,0,2.245302671422472,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.7569500268856267,1,0,0,0,1,-1.336206262935425,0,-0.6118724919496364,3,0,0,1,1,0,0,1,0,1,0,0,0
0,-1.2395040756535771,0,1,0,0,1,-0.5168293338754589,1,1.249212272962135,0,1,0,0,0,1,0,0,1,0,0,0,1
0,0.797693988161937,0,0,0,0,0,-1.1533838244027754,0,-0.6008009932525806,3,1,0,1,0,1,0,0,0,1,0,0,0
0,0.7569500268856267,1,0,0,0,0,0.6183318071954478,0,-0.47987854191327567,3,1,1,0,1,0,1,0,1,0,0,0,0
0,-1.2802480369298874,0,0,0,0,1,-1.4741541029191516,0,0.5264630873605428,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.05792919864057891,1,1,1,0,1,0.3474221937334304,0,-0.3925981036504993,2,4,1,1,1,1,0,0,0,1,0,0,0
1,0.5939741817803856,0,0,0,0,0,-1.4708300585821945,0,-0.6171197004225956,2,0,0,1,1,0,0,1,0,1,0,1,0
0,-1.1987601143772668,1,0,0,0,1,0.3424361272279943,1,1.5244989748803726,0,0,0,0,1,0,1,0,1,0,0,1,0
0,-0.42462485012737144,0,0,0,0,1,-1.4874502802669807,0,-0.5653369141787574,1,0,0,1,0,0,0,1,0,1,0,0,0
0,-1.2802480369298874,0,0,0,0,1,-1.4675060142452372,0,0.5381360217174999,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1.6125732136881425,1,0,1,1,1,0.6765025830921999,0,-0.5309368670088803,3,5,1,1,1,1,0,0,0,0,1,0,0
1,-1.1987601143772668,0,0,0,0,1,-0.48691293484284354,1,0.7963996943651752,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0.5939741817803856,0,0,0,1,1,0.6698544944182854,0,-0.4605078311334215,2,2,1,1,1,0,1,0,0,1,0,0,0
1,1.6125732136881425,1,1,1,0,1,0.05656831424966958,0,-0.5607588157427502,3,3,0,1,1,1,0,0,0,0,1,1,0
1,1.368109446030281,1,0,0,1,1,-0.04980110453296304,0,-0.5568113544002011,3,2,1,1,1,1,0,0,0,0,1,0,0
0,0.10504664646466222,1,0,0,1,0,0.6100216963530546,0,-0.39748209181026783,2,1,1,0,0,0,1,0,1,0,0,0,1
0,-0.13941712119319946,1,0,0,0,1,0.6681924722498068,0,-0.3367504083364328,2,1,1,0,0,0,1,0,1,0,0,0,1
0,-1.2395040756535771,0,0,0,0,1,-1.4708300585821945,0,0.13250155281324164,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-1.1580161531009565,0,0,0,0,0,-0.5168293338754589,0,0.4826895835219538,0,1,0,0,0,1,0,0,1,0,0,0,0
0,-0.3023929662984406,0,1,0,0,1,0.5003282332334644,1,-0.30860067817561715,2,2,0,0,1,0,1,0,1,0,0,0,0
0,1.3273654847539706,0,1,1,0,1,-0.17279074500038175,0,-0.5616843161421602,3,3,0,1,0,1,0,0,0,0,1,0,0
0,-0.22090504374582004,1,0,1,1,1,1.3246912287988668,0,-0.23081852904704733,2,4,1,1,1,0,1,0,0,1,0,0,0
0,-0.13941712119319946,0,0,0,0,1,0.3490842159019089,0,-0.3741037982786955,2,1,0,0,1,0,1,0,1,0,0,1,0
1,-0.13941712119319946,1,0,0,1,0,0.5086383440758576,0,-0.35542710330756416,2,4,1,0,1,1,0,0,1,0,0,1,0
0,-1.2802480369298874,0,0,0,0,0,-1.504070501951767,1,0.47393488275423606,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.506112772679992,0,0,1,0,1,0.5385547431084732,0,-0.21685269686997372,1,2,0,0,0,0,1,0,1,0,0,0,0
0,1.0421577558197987,1,0,0,0,1,-1.3328822185984677,0,-0.6182264034151248,3,0,0,1,1,0,0,1,0,0,1,1,0
1,-0.7505765403378537,1,1,1,0,1,0.7047569599563366,0,0.0021537858272209233,1,2,0,0,0,0,1,0,1,0,0,0,0
0,1.6125732136881425,1,0,0,0,0,-1.3096139082397669,0,-0.6264790352045222,3,0,0,1,0,0,0,1,0,0,1,0,0
0,0.5532302205040753,1,1,0,1,1,0.8094643565704907,0,-0.44568123831433437,2,2,1,0,1,0,1,0,1,0,0,1,0
0,1.5718292524118322,0,0,1,1,0,-0.2176653435493049,0,-0.5726571692087695,3,5,1,1,1,1,0,0,0,0,1,0,0
0,-0.01718523736426863,1,0,0,0,1,0.6931228047769863,0,-0.3641287452827503,2,1,1,0,1,0,1,0,1,0,0,0,0
0,-0.26164900502213034,0,0,0,1,1,-0.4802648461689289,0,-0.4494158414261741,2,3,1,0,1,1,0,0,1,0,0,1,0
0,1.4495973685829016,1,0,0,0,1,0.5169484549182508,0,-0.5311639759163614,3,1,0,0,1,0,1,0,1,0,0,1,0
1,-1.2395040756535771,0,0,0,0,0,-1.4824642137615447,0,0.11888312939679167,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1.1643896396487294,0,0,0,0,0,-1.4708300585821945,0,-0.628404321439049,3,0,0,1,1,0,0,1,0,0,1,1,0
1,-1.1580161531009565,1,0,0,0,1,0.703094937787858,1,1.3394829653226032,0,1,1,0,0,0,1,0,1,0,0,0,1
0,-1.1987601143772668,0,0,0,0,1,-0.6464670630167922,1,0.6563244820816904,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0.02355872391204165,1,0,0,1,1,0.9873007285977041,1,-0.3426555398346582,2,2,1,0,0,0,1,0,1,0,0,0,1
0,-0.9542963467194051,0,0,0,0,1,-1.4475617482234935,0,-0.4190445955529802,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.42462485012737144,1,0,0,0,0,-1.28135953137563,0,-0.5338707433034818,1,0,0,1,0,0,0,1,0,0,1,0,0
1,-1.1172721918246462,0,0,0,1,1,0.5335686766030371,0,0.9058334539616477,0,1,1,0,0,0,1,0,1,0,0,0,1
0,-0.09867315991688919,1,1,0,0,0,0.8942274871629008,1,-0.3218015214341362,2,3,0,0,1,0,1,0,1,0,0,1,0
0,1.3273654847539706,1,0,1,0,1,0.3125197281953792,0,-0.535862370443437,3,4,1,1,1,1,0,0,0,0,1,1,0
0,0.512486259227765,1,0,1,0,1,0.7463075141683023,1,-0.4456893370199474,2,2,0,0,0,0,1,0,1,0,0,0,1
0,-1.1172721918246462,0,0,0,0,0,-1.477478147256109,0,-0.2711874270315239,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.3023929662984406,0,0,0,0,1,0.35573230457582355,0,-0.3281303952728338,2,1,0,0,0,0,1,0,1,0,0,0,1
1,1.6125732136881425,1,1,0,0,0,0.4737358785378064,0,-0.5406909628414062,3,1,0,1,1,0,1,0,0,0,1,0,0
0,-0.22090504374582004,1,0,0,0,0,0.8427047999400633,0,-0.29126765339557503,2,2,1,0,1,0,1,0,1,0,0,0,0
1,-0.01718523736426863,0,0,0,1,0,-0.47195473532653576,0,-0.4881094571649762,2,3,1,0,1,1,0,0,1,0,0,1,0
0,-0.09867315991688919,1,0,1,1,0,1.5174858003423883,0,-0.2511990958880248,2,5,1,1,1,0,1,0,0,1,0,1,0
0,1.5310852911355222,0,1,1,0,0,1.2033636104999266,0,-0.5010428492224498,3,5,1,1,1,0,1,0,0,0,1,1,0
0,0.3902543753988342,1,0,0,0,1,0.48370801154867815,0,-0.4516880922140055,2,1,0,0,1,0,1,0,1,0,0,0,0
0,1.6125732136881425,1,1,1,1,1,0.8327326669291911,0,-0.5234214161215244,3,6,1,1,1,1,0,0,0,0,1,0,0
0,0.5939741817803856,1,1,1,0,1,0.0067076491953105815,0,-0.5090234645545243,2,3,0,1,0,1,0,0,0,0,1,0,0
0,-1.2395040756535771,0,1,0,0,1,0.5202724992552084,0,2.4631974460856707,0,2,0,0,0,0,1,0,1,0,0,0,1
0,-0.9135523854430948,1,1,0,1,0,1.1219245242444733,1,0.3786943501599726,0,3,1,0,0,0,1,0,1,0,0,0,1
1,1.1643896396487294,1,0,0,0,1,-1.3528264846202114,0,-0.6217206251540172,3,0,0,1,0,0,0,1,0,0,1,0,0
0,-1.1172721918246462,0,0,0,0,1,-0.6896796393972369,0,0.18989348006828044,0,0,0,0,1,1,0,0,1,0,0,1,0
0,1.6125732136881425,1,0,1,1,1,1.5291199555217385,0,-0.4899216935491613,3,5,1,1,1,0,1,0,0,0,1,1,0
1,1.6125732136881425,1,1,1,1,1,1.6670677955054654,0,-0.48328571031883644,3,6,1,1,1,0,1,0,0,0,1,0,0
0,-1.1987601143772668,0,0,0,0,0,0.3407741050595158,0,1.523039858085753,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.6347181430566958,0,0,0,0,0,-1.5140426349626388,0,-0.6212364942359866,2,0,0,1,0,0,0,1,0,0,1,0,0
0,1.24587756220135,0,0,1,1,1,0.8393807556031058,0,-0.5028526164439454,3,3,1,1,1,0,1,0,0,1,0,1,0
0,-0.22090504374582004,0,1,0,0,1,-0.26918803077214243,0,-0.4307175299099373,2,2,0,0,0,1,0,0,1,0,0,0,0
1,1.5310852911355222,0,1,0,1,1,0.5103003662443366,0,-0.5353218184256264,3,5,1,1,1,1,0,0,0,0,1,1,0
1,-1.0357842692720256,0,1,1,0,1,0.2177844645920968,0,0.373985382322791,0,4,1,0,1,1,0,0,1,0,0,1,0
0,-1.2395040756535771,0,1,0,1,0,0.8493528886139774,0,2.8484042798652536,0,3,1,0,0,0,1,0,1,0,0,0,1
0,-0.506112772679992,1,0,0,1,1,1.1219245242444733,1,-0.11930031688683243,1,3,1,0,0,0,1,0,1,0,0,0,1
0,1.368109446030281,0,0,0,0,0,-1.499084435446331,0,-0.6327725391708473,3,0,0,1,1,0,0,1,0,0,1,0,0
0,-1.1987601143772668,0,0,0,0,0,-1.494098368940895,0,-0.08782508317432317,0,0,0,0,0,0,0,1,1,0,0,0,0
1,-0.7098325790615434,0,0,0,0,1,0.7014329156193795,1,-0.040403787349185045,1,2,1,0,1,0,1,0,1,0,0,0,0
1,1.6125732136881425,1,1,1,0,1,0.8493528886139774,0,-0.5226219000696781,3,3,0,1,1,0,1,0,0,0,1,0,0
0,-1.2802480369298874,0,0,0,0,0,-1.4625199477398012,0,0.5468907224852178,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-0.42462485012737144,0,0,0,1,0,0.8127884009074476,1,-0.214133845699875,1,2,1,0,0,0,1,0,1,0,0,0,1
0,-1.1987601143772668,0,0,0,0,1,0.18288199905404562,1,1.3844237625968878,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1.6125732136881425,1,1,1,0,0,0.06820246942901982,0,-0.5601991545064576,3,3,0,1,1,1,0,0,0,0,1,0,0
1,1.3273654847539706,0,0,0,0,0,-1.4924363467724167,0,-0.6318987849256748,3,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.8728084241667845,0,0,0,1,1,-0.9639132971962113,0,-0.3188519089890987,0,1,1,0,0,1,0,0,1,0,0,0,0
0,-0.42462485012737144,1,0,0,0,1,0.46708778986389177,0,-0.2669158097487245,1,1,0,0,0,0,1,0,1,0,0,0,0
0,-0.7505765403378537,0,0,0,0,0,-1.4758161250876303,0,-0.5083425433837019,1,0,0,1,1,0,0,1,0,1,0,0,0
0,0.3495104141225239,0,0,1,0,1,0.3141817503638577,0,-0.4607336468278269,2,1,0,0,0,0,1,0,1,0,0,0,1
0,-0.6283446565089229,0,1,0,0,0,5.9560521395953924e-05,0,-0.24686881378786338,1,3,1,1,0,1,0,0,0,1,0,0,0
0,-0.8728084241667845,0,0,0,0,1,-1.4741541029191516,0,-0.46816819430517453,0,0,0,0,1,0,0,1,1,0,0,1,0
0,-0.7098325790615434,1,0,0,1,1,0.9490742187226954,1,0.013948313250396253,1,2,1,0,0,0,1,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,0,0,-1.4924363467724167,1,0.49436251787891083,0,0,0,0,0,0,0,1,1,0,0,0,0
0,-1.1172721918246462,0,1,0,0,1,0.8011542457280975,1,1.062445323250822,0,3,1,0,0,0,1,0,1,0,0,0,0
0,0.02355872391204165,0,0,0,1,1,1.0305133049781485,1,-0.3381923590511158,2,3,1,1,0,0,1,0,0,1,0,0,1
0,1.6125732136881425,1,1,0,1,1,1.524133889016303,0,-0.49016154836471526,3,5,1,1,1,0,1,0,0,0,1,1,0
1,-1.1987601143772668,0,0,0,0,0,-0.8143313020331343,0,0.5089536858251071,0,2,1,0,0,1,0,0,1,0,0,0,0
0,-1.2395040756535771,1,0,0,0,1,0.5717951864780458,1,2.523507606929949,0,1,0,0,0,0,1,0,1,0,0,0,1
0,1.082901717096109,1,1,1,0,1,1.4028062707173625,0,-0.45892712127258356,3,5,1,1,1,0,1,0,0,1,0,1,0
0,-1.2395040756535771,0,0,0,0,0,-0.6464670630167922,1,1.097464126321693,0,0,0,0,0,1,0,0,1,0,0,0,1
1,1.5718292524118322,0,0,1,1,1,0.28426535133124214,0,-0.5481764318768179,3,4,1,1,1,1,0,0,0,0,1,1,0
1,-1.1172721918246462,0,0,0,0,0,-0.6647493068700573,0,0.2044846480144768,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.22090504374582004,0,1,0,0,1,-0.33400689534280925,0,-0.4388468949085324,2,2,0,0,1,1,0,0,1,0,0,1,0
0,-1.2802480369298874,0,0,1,0,1,-0.41877002593521945,1,2.379541416527479,0,1,0,0,0,1,0,0,1,0,0,0,1
1,1.24587756220135,0,1,1,0,1,-0.8043591690222623,0,-0.5930442733113716,3,3,0,1,1,1,0,0,0,1,0,0,0
0,0.5532302205040753,1,1,0,1,1,1.5025276008260804,1,-0.39389811462442903,2,5,1,1,0,0,1,0,0,1,0,0,1
1,1.6125732136881425,1,1,0,0,0,-0.3157246514895444,0,-0.578667975304109,3,1,0,1,1,1,0,0,0,0,1,0,0
0,0.06430268518835193,1,1,1,0,1,-0.13124019078841592,0,-0.46415214903236435,2,2,0,0,1,1,0,0,1,0,0,0,0
1,-0.3431369275747509,1,1,0,1,0,0.4521295903475845,0,-0.30103122920414416,1,4,1,1,0,1,0,0,0,1,0,0,1
0,1.6125732136881425,1,1,1,0,0,0.16127571086382367,0,-0.555721864616118,3,4,0,1,1,1,0,0,0,0,1,0,0
1,1.1236456783724194,0,1,1,1,0,-0.16448063415798858,0,-0.5525657422344031,3,5,1,1,1,1,0,0,0,0,1,1,0
0,1.4495973685829016,1,1,0,0,1,0.4022689252932255,0,-0.5370004430948399,3,4,1,1,1,1,0,0,0,1,0,1,0
1,-0.9950403079957154,0,0,0,0,1,-1.494098368940895,0,-0.40964139843209807,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0.06430268518835193,0,1,1,1,0,0.09479482412467834,0,-0.4414733051388477,2,4,1,1,1,1,0,0,0,0,1,1,0
0,-1.076528230548336,0,0,0,1,0,-0.6581012181961428,0,0.08330847230892251,0,2,1,0,1,1,0,0,1,0,0,1,0
0,-1.2395040756535771,0,0,1,0,1,-0.019884705500347457,0,1.8309135017504963,0,3,1,0,0,1,0,0,1,0,0,0,0
0,-0.05792919864057891,1,0,1,0,0,0.5618230534671742,0,-0.36906984533725773,2,1,0,1,1,0,1,0,0,1,0,1,0
1,-0.506112772679992,1,0,0,0,1,-1.304627841734331,0,-0.5250737492953402,1,0,0,0,1,0,0,1,1,0,0,0,0
1,-1.2802480369298874,0,0,0,0,0,-1.4891123024354593,0,0.5001989850573895,0,0,0,0,0,0,0,1,1,0,0,0,1
0,1.2051336009250397,1,0,0,1,1,1.0620917261792426,1,-0.48783153015647723,3,3,1,1,0,0,1,0,0,1,0,0,1
0,1.5310852911355222,1,0,0,0,1,0.36071837108125965,0,-0.5427201571025713,3,0,0,1,1,0,1,0,0,0,1,1,0
0,-0.9135523854430948,1,0,1,1,1,1.1202625020759949,1,0.3781637622346564,0,3,1,0,0,0,1,0,1,0,0,0,1
1,0.2680224915699033,1,0,0,0,1,-1.3627986176310833,0,-0.5976404912144234,2,0,0,1,0,0,0,1,0,0,1,0,0
0,0.5532302205040753,0,0,1,1,1,-0.019884705500347457,0,-0.5076471345283937,2,3,1,1,1,1,0,0,0,0,1,1,0
0,-1.076528230548336,0,0,0,1,1,0.6831506717661141,1,0.756169759884948,0,2,1,0,0,0,1,0,1,0,0,0,1
1,1.6125732136881425,1,0,0,1,1,0.3989448809562679,0,-0.5442887850747148,3,3,1,1,1,1,0,0,0,0,1,0,0
0,-0.5876006952326126,0,0,1,0,0,-0.3190486958265014,0,-0.32796498932040724,1,2,0,0,1,1,0,0,1,0,0,1,0
0,1.5718292524118322,1,1,1,1,1,1.4543289579402001,0,-0.491108752798361,3,5,1,1,1,0,1,0,0,0,1,1,0
0,0.3087664528462136,1,0,0,1,1,1.213335743510798,1,-0.3786875603066713,2,3,1,0,0,0,1,0,1,0,0,0,1
0,-1.2802480369298874,0,0,0,0,1,0.1579516665268661,1,3.3921684719935046,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1.0421577558197987,1,0,0,1,1,1.278154608081465,1,-0.4628180993915692,3,4,1,1,1,0,1,0,0,1,0,0,0
0,1.5310852911355222,1,1,1,1,1,1.3030849406086444,1,-0.4961106234378201,3,4,1,1,1,0,1,0,0,0,1,1,0
0,0.3902543753988342,1,0,0,0,0,-1.3145999747452028,0,-0.5985498942399073,2,0,0,1,0,0,0,1,0,0,1,0,1
1,0.06430268518835193,0,1,0,0,0,-1.1434116913919037,0,-0.5657066779378909,2,1,0,1,1,1,0,0,0,1,0,0,0
0,-1.1172721918246462,0,0,0,0,0,-1.4874502802669807,0,-0.27702389421000245,0,0,0,0,1,0,0,1,1,0,0,0,0
0,-0.3023929662984406,1,0,0,1,1,0.6582203392389346,0,-0.287275125023484,2,1,1,0,0,0,1,0,1,0,0,0,0
0,-1.2395040756535771,0,0,0,0,1,0.7114050486302511,1,2.6869286879273484,0,2,1,0,0,0,1,0,1,0,0,0,0
1,0.9199258719908678,0,0,1,1,1,1.2931128075977727,0,-0.4509367197782379,3,5,1,1,1,0,1,0,0,1,0,0,0
0,-0.46536881140368175,1,0,1,1,1,1.5424161328695678,1,-0.07708067768666951,1,5,1,0,0,0,1,0,1,0,0,0,1
0,1.5310852911355222,1,1,1,0,1,0.7712378466954819,0,-0.522415827622512,3,3,0,1,1,0,1,0,0,0,1,1,0
0,1.1643896396487294,1,0,1,1,1,1.3811999825271402,0,-0.46686597178954625,3,4,1,0,0,0,1,0,1,0,0,0,1
1,0.4309983366751445,0,1,1,1,1,0.47705992287476395,0,-0.45711427919441977,2,5,1,1,1,1,0,0,0,0,1,1,0
0,0.5939741817803856,1,0,0,1,1,1.273168541576029,0,-0.41636954809617754,2,4,1,1,0,0,1,0,0,1,0,0,1
0,-1.1172721918246462,0,0,1,1,1,-0.02819481634274062,0,0.5770458029073569,0,3,1,0,1,1,0,0,1,0,0,1,0
0,1.2051336009250397,1,0,0,0,1,-1.296317730891938,0,-0.6192910051764938,3,0,0,1,1,0,0,1,0,0,1,1,0
1,-0.6690886177852331,0,0,0,1,1,0.8194364895813623,1,-0.05289211050313549,1,3,1,0,1,0,1,0,1,0,0,1,0
0,-1.0357842692720256,1,0,0,1,1,1.0238652163042339,1,0.7278212050180524,0,2,1,0,1,0,1,0,1,0,0,0,0
1,-0.7505765403378537,1,0,0,0,0,-1.304627841734331,0,-0.46826546875814923,1,0,0,0,0,0,0,1,1,0,0,0,0
1,1.1236456783724194,0,0,0,1,0,0.8692971546357213,1,-0.4930529129718843,3,3,1,1,0,0,1,0,0,1,0,0,1
1,0.06430268518835193,0,0,1,1,1,-0.6630872847015785,0,-0.5175141346641682,2,3,1,0,0,1,0,0,1,0,0,0,1
0,0.7162060656093164,1,1,1,1,0,1.4543289579402001,1,-0.4186440536877905,3,5,1,1,0,0,1,0,0,1,0,0,1
1,0.22727853029359305,1,0,0,0,0,-1.3212480634191175,0,-0.5921182953455553,2,0,0,1,1,0,0,1,0,0,1,1,0
1,1.5310852911355222,0,1,1,0,0,0.3091956838584216,0,-0.5452684737579633,3,5,1,1,1,1,0,0,0,1,0,1,0
1,0.18653456901728277,1,0,0,1,1,0.7978302013911399,0,-0.3943164056652159,2,2,1,0,0,0,1,0,1,0,0,0,1
0,-1.1580161531009565,0,0,0,1,1,0.46708778986389177,1,1.1737272974538127,0,1,1,0,0,0,1,0,1,0,0,0,1
1,1.1236456783724194,1,1,0,0,1,0.9457501743857384,0,-0.4886516426405726,3,3,1,0,0,0,1,0,1,0,0,0,1
1,1.2051336009250397,0,1,1,0,0,0.21944648676057582,0,-0.5348011945928045,3,4,1,1,1,1,0,0,0,1,0,1,0
0,-1.2802480369298874,0,0,0,0,0,-0.6780454842178864,1,1.9242969766061522,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0.1457906077409725,0,1,1,1,1,0.4787219450432425,0,-0.4172305584569666,2,5,1,0,1,1,0,0,1,0,0,1,0
0,0.4717422979514547,0,0,0,0,0,-1.4758161250876303,0,-0.6141771482201126,2,0,0,1,1,0,0,1,0,0,1,1,0
0,0.9199258719908678,1,0,0,1,1,1.1701231671303538,1,-0.45864919426408457,3,3,1,1,0,0,1,0,0,1,0,0,1
